ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
A,2011-10-31,Life Sciences Tools & Services,AMP|WYNN|RJF|FITB|PFG,WAT|CRL|DHR|MTD|TMO,0.9208402815370287,0.9150503340250437,0.0057899475119850274
LYB,2023-06-30,Specialty Chemicals,AVY|DD|FOXA|DOW|TSCO,ECL|ALB|IFF|DD|SHW,0.6939828252544212,0.5476872551659666,0.14629557008845462
MA,2023-06-30,Transaction & Payment Processing Services,V|HON|HD|LIN|WMT,XYZ|FIS|JKHY|GPN|FISV,0.6409159583938369,0.3907131425749181,0.25020281581891873
MAR,2023-06-30,"Hotels, Resorts & Cruise Lines",VRTX|KIM|FAST|HLT|LOW,RCL|ABNB|EXPE|NCLH|HLT,0.3294509327203569,0.4661405373844612,-0.1366896046641043
MAS,2023-06-30,Building Products,WY|UHS|LUV|ALLE|SHW,AOS|JCI|BLDR|LII|TT,0.16869371957926654,0.7125630350458931,-0.5438693154666265
MCHP,2023-06-30,Semiconductors,ODFL|RL|GM|NUE|POOL,TXN|INTC|MU|ADI|FSLR,0.2517736947838226,0.8976833030535324,-0.6459096082697098
MCO,2023-06-30,Financial Exchanges & Data,IRM|EFX|VST|ECL|PPG,MSCI|CME|FDS|COIN|SPGI,0.5791720880673864,0.40502253922393433,0.17414954884345207
MDLZ,2023-06-30,Packaged Foods & Meats,HSY|KMB|PEP|CL|STZ,HSY|HRL|CPB|KHC|GIS,0.586659217212678,0.6515767115896745,-0.06491749437699645
MDT,2023-06-30,Health Care Equipment,ABT|COST|ROL|JKHY|ROP,ISRG|BDX|IDXX|SYK|DXCM,0.5144619655256015,0.3546404868188244,0.15982147870677715
MKC,2023-06-30,Packaged Foods & Meats,EA|MAA|CPT|SO|ATO,GIS|TSN|CAG|MDLZ|CPB,0.4063292409431331,0.6044872986838884,-0.1981580577407553
MPWR,2023-06-30,Semiconductors,WDC|TFC|PYPL|FANG|ANET,INTC|AMD|TXN|MCHP|ADI,0.4921327945187264,0.8979851935321866,-0.40585239901346026
MRK,2023-06-30,Pharmaceuticals,ORLY|BSX|MCD|MO|IBM,JNJ|LLY|BMY|VTRS|ZTS,0.5958516386344523,0.8535656302342561,-0.2577139915998038
MRNA,2023-06-30,Biotechnology,APA|KEY|BIIB|SW|TPL,INCY|AMGN|VRTX|BIIB|GILD,0.5121454550322957,0.49227647918683115,0.019868975845464543
MSCI,2023-06-30,Financial Exchanges & Data,DIS|MTD|GPN|FANG|TFC,SPGI|NDAQ|MCO|FDS|COIN,-0.18775389970469114,0.11865429224907106,-0.30640819195376223
MTD,2023-06-30,Life Sciences Tools & Services,A|DIS|ERIE|NTRS|GPN,DHR|CRL|TMO|IQV|WAT,0.22607184844466935,0.42569111266969106,-0.19961926422502171
MU,2023-06-30,Semiconductors,WDC|ANET|SNPS|TFC|GPN,AMD|AVGO|FSLR|ADI|ON,-0.0763766505115162,0.4351216208278138,-0.51149827133933
NCLH,2023-06-30,"Hotels, Resorts & Cruise Lines",GNRC|CCL|SWK|RCL|COHR,EXPE|ABNB|CCL|MAR|BKNG,0.5159204421222728,0.6294938412649348,-0.11357339914266196
NDAQ,2023-06-30,Financial Exchanges & Data,HUM|CPB|ELV|CHRW|GIS,CME|ICE|MCO|SPGI|CBOE,-0.2392367734408856,0.4500820271411395,-0.6893188005820251
NDSN,2023-06-30,Industrial Machinery & Supplies & Components,PPG|ECL|ALLE|TEL|LH,XYL|SWK|DOV|ITW|HUBB,0.24595643820409285,0.6664819161944388,-0.4205254779903459
NEE,2023-06-30,Multi-Utilities,NI|EXC|SRE|EVRG|MS,PNW|PCG|CNP|AEE|SRE,0.7681367399636155,0.8537729272882925,-0.08563618732467693
NI,2023-06-30,Multi-Utilities,SRE|EXC|EVRG|NEE|CMS,DTE|PNW|XEL|AEE|NEE,0.858226784554383,0.812528342987715,0.04569844156666791
NOC,2023-06-30,Aerospace & Defense,EXC|MS|PEG|KR|PSA,LHX|TDG|LMT|HII|AXON,0.4223127213635608,0.7014244143278817,-0.2791116929643209
NTAP,2023-06-30,"Technology Hardware, Storage & Peripherals",ESS|WELL|VTR|MAS|ALLE,HPE|AAPL|WDC|HPQ|DELL,0.4948656926110334,0.5242344730385464,-0.029368780427513008
NTRS,2023-06-30,Asset Management & Custody Banks,A|WAT|SBAC|RVTY|CCI,BLK|TROW|KKR|AMP|BX,0.4743279967813178,0.33580188078109213,0.13852611600022569
NVDA,2023-06-30,Semiconductors,AAPL|AMD|MSFT|AMZN|META,MU|MPWR|ON|AMD|NXPI,0.8043460873206795,0.6172211336540355,0.18712495366664395
NXPI,2023-06-30,Semiconductors,BKR|RL|TRGP|POOL|TER,ADI|MCHP|SWKS|QCOM|MPWR,0.4434349662560685,0.8241555138909219,-0.3807205476348534
ON,2023-06-30,Semiconductors,DXCM|WDAY|BX|APA|ABNB,AVGO|INTC|TXN|QCOM|MPWR,0.3881310442088469,0.8684997743863465,-0.4803687301774996
ORCL,2023-06-30,Application Software,NTAP|ESS|CASY|CAH|ETN,WDAY|CRM|PTC|PLTR|INTU,0.08943483387838363,0.2944358558967891,-0.20500102201840548
OTIS,2023-06-30,Industrial Machinery & Supplies & Components,REG|HII|FTV|ZBH|APD,FTV|IR|PH|DOV|GWW,0.5619007624359764,0.4149564443664617,0.14694431806951475
OXY,2023-06-30,Oil & Gas Exploration & Production,FANG|DVN|PODD|IDXX|RVTY,COP|EQT|TPL|EXE|APA,0.5903566115889338,0.8269807964924434,-0.23662418490350956
PCG,2023-06-30,Multi-Utilities,MSI|DRI|IT|GE|VRSN,NEE|CNP|ED|NI|PNW,-0.0014956034136924161,0.7478549198103048,-0.7493505232239972
PEG,2023-06-30,Electric Utilities,UNP|ADP|CNP|NOC|EXC,DUK|SO|FE|CEG|VST,0.5869172845646703,0.8607410547594849,-0.27382377019481463
PFE,2023-06-30,Pharmaceuticals,XEL|CAG|ABBV|BMY|DUK,JNJ|MRK|VTRS|ZTS|BMY,0.6399087264032731,0.7761806640716189,-0.13627193766834578
PGR,2023-06-30,Property & Casualty Insurance,CDW|T|INCY|SBUX|UPS,CINF|ACGL|TRV|ALL|WRB,-0.16555769619114838,0.5163412226743039,-0.6818989188654523
PH,2023-06-30,Industrial Machinery & Supplies & Components,GWW|PCAR|CARR|WAB|HPE,DOV|ITW|IR|IEX|PNR,0.8335010301479419,0.6483704476477676,0.18513058250017422
PLTR,2023-06-30,Application Software,APP|DDOG|VRT|NOW|CRWD,CRM|APP|FICO|INTU|DDOG,0.7539166072900404,0.6696751853933408,0.08424142189669959
PNC,2023-06-30,Diversified Banks,DLTR|OKE|PKG|RF|AMT,WFC|BAC|C|TFC|USB,0.5114831675413163,0.8604531408172061,-0.34896997327588986
PNR,2023-06-30,Industrial Machinery & Supplies & Components,ALLE|RJF|PPG|JCI|UHS,HUBB|IEX|OTIS|SWK|PH,0.16637602715268004,0.5718124282272581,-0.405436401074578
PNW,2023-06-30,Multi-Utilities,CBOE|ADP|GL|KMI|CB,NEE|DTE|CNP|ED|XEL,0.2773835493949471,0.8585762362589641,-0.5811926868640169
PODD,2023-06-30,Health Care Equipment,WYNN|SWKS|OXY|TPL|DVN,ZBH|RMD|STE|BDX|DXCM,0.1314953190736721,0.4571077944061434,-0.3256124753324713
PPG,2023-06-30,Specialty Chemicals,ALLE|ECL|NDSN|LOW|SPG,ALB|ECL|SHW|LYB|IFF,0.4530521301947155,0.7003078552956736,-0.2472557251009581
PPL,2023-06-30,Electric Utilities,SRE|CNP|DUK|O|WEC,LNT|ETR|FE|EIX|ES,0.8823460672585358,0.8909731040296539,-0.00862703677111809
PTC,2023-06-30,Application Software,VRTX|IRM|FAST|MKC|SPGI,INTU|APP|CDNS|TRMB|TYL,0.048558245691055144,0.650551212942892,-0.6019929672518368
PYPL,2023-06-30,Transaction & Payment Processing Services,VLO|DIS|FANG|NTRS|SWKS,JKHY|FIS|GPN|V|FISV,0.4059273012525683,0.38623614495325514,0.019691156299313173
QCOM,2023-06-30,Semiconductors,NEM|EOG|IFF|STX|INTU,FSLR|AMD|ADI|NVDA|MU,0.5708165622210353,0.7051132497485356,-0.13429668752750035
RCL,2023-06-30,"Hotels, Resorts & Cruise Lines",UBER|VRT|EQT|NFLX|BLDR,NCLH|MAR|CCL|HLT|ABNB,-0.12307542228798159,0.4359363885837624,-0.559011810871744
REGN,2023-06-30,Biotechnology,BA|PSX|NKE|ARE|TGT,ABBV|VRTX|BIIB|MRNA|GILD,0.1912971916176294,0.5923021130033088,-0.40100492138567945
RMD,2023-06-30,Health Care Equipment,PSA|MS|TRV|EXC|EVRG,PODD|RVTY|ISRG|ZBH|ABT,-0.2048492550631475,0.3968439871674551,-0.6016932422306026
RTX,2023-06-30,Aerospace & Defense,ADP|KMI|GL|CB|PAYX,GE|TDG|NOC|GD|HII,0.28372083118935215,-0.28525227319039864,0.5689731043797508
RVTY,2023-06-30,Health Care Equipment,CINF|SBAC|IFF|EXR|CCI,EW|DXCM|ISRG|PODD|BSX,0.4077639046008911,0.26549381083195345,0.14227009376893768
SHW,2023-06-30,Specialty Chemicals,UHS|EW|ECL|EFX|PPG,PPG|ECL|ALB|DD|IFF,0.5034759061577126,0.4266661500836706,0.07680975607404206
SJM,2023-06-30,Packaged Foods & Meats,AMGN|CME|CB|MO|AZO,MDLZ|TSN|KHC|CAG|HRL,0.2381462890301245,0.716761235144737,-0.4786149461146125
SMCI,2023-06-30,"Technology Hardware, Storage & Peripherals",PLTR|VRT|BLDR|DDOG|APP,NTAP|STX|AAPL|DELL|WDC,0.45125435991669943,0.24314215796177036,0.20811220195492908
SNA,2023-06-30,Industrial Machinery & Supplies & Components,AME|CI|ETN|ZBH|AON,XYL|HUBB|SWK|FTV|PNR,-0.1551453330581839,0.3087114940122799,-0.4638568270704638
SNPS,2023-06-30,Application Software,CMG|AKAM|CDNS|MU|TTWO,CRM|WDAY|TYL|ADBE|ADSK,0.5810192620571981,0.4628679411574537,0.1181513208997444
SO,2023-06-30,Electric Utilities,ATO|DTE|LNT|EA|EVRG,CEG|ES|ETR|EXC|WEC,0.7159153975833146,0.734651242580392,-0.018735844997077478
SPGI,2023-06-30,Financial Exchanges & Data,ROL|BRO|CSX|FAST|VRTX,COIN|CME|ICE|CBOE|NDAQ,0.6804604547573965,0.2988920183257779,0.3815684364316186
SRE,2023-06-30,Multi-Utilities,PPL|EVRG|NI|WEC|AEE,NI|PCG|PNW|DTE|AEE,0.8863608849799365,0.9036078047008417,-0.017246919720905196
STE,2023-06-30,Health Care Equipment,CPAY|JKHY|EXPD|IQV|AIG,BSX|IDXX|ISRG|RVTY|EW,0.2662881821782644,0.7730844552127114,-0.5067962730344471
STT,2023-06-30,Asset Management & Custody Banks,TPR|IDXX|IBKR|SWKS|OKE,AMP|ARES|BK|BEN|IVZ,0.5155122950352117,0.6770052027804898,-0.16149290774527814
STX,2023-06-30,"Technology Hardware, Storage & Peripherals",QCOM|EOG|IFF|SWKS|HBAN,HPE|NTAP|AAPL|SMCI|DELL,0.010780780995149513,0.09258689570763155,-0.08180611471248204
SWK,2023-06-30,Industrial Machinery & Supplies & Components,BXP|POOL|MAS|F|LUV,DOV|FTV|GWW|PNR|IEX,0.3354451026714223,0.44400085080196455,-0.10855574813054225
SWKS,2023-06-30,Semiconductors,STT|IDXX|NEM|QCOM|TER,QCOM|TXN|INTC|FSLR|MCHP,0.7207079108820493,0.7868968014967268,-0.06618889061467748
SYK,2023-06-30,Health Care Equipment,XYL|FISV|ROST|NVR|HCA,PODD|BSX|MDT|ABT|IDXX,0.5377042650227448,0.7616011607559969,-0.2238968957332521
TDG,2023-06-30,Aerospace & Defense,NVR|HWM|HCA|FISV|JCI,LHX|HWM|RTX|AXON|BA,0.25235440473406023,-0.04646984732734414,0.2988242520614044
TECH,2023-06-30,Life Sciences Tools & Services,HST|COF|GEN|ACN|CDNS,A|TMO|IQV|WAT|MTD,0.0026039554087314448,0.5351558333148144,-0.5325518779060829
TFC,2023-06-30,Diversified Banks,WDC|GPN|MSCI|CFG|DIS,WFC|USB|PNC|BAC|C,0.547242793711597,0.586619784761803,-0.03937699105020598
TMO,2023-06-30,Life Sciences Tools & Services,CVX|MS|CCI|KR|NOC,IQV|A|DHR|TECH|WAT,0.4443888435028729,0.8974791173039194,-0.4530902738010465
TPL,2023-06-30,Oil & Gas Exploration & Production,PODD|TGT|VLO|NEM|SWKS,DVN|EQT|FANG|EXE|OXY,0.5557168754400095,0.7968821588226669,-0.2411652833826574
TRMB,2023-06-30,Application Software,BKR|IVZ|CF|POOL|BEN,DDOG|FICO|ADBE|ADSK|CDNS,0.5015837856919851,0.6248197316190096,-0.12323594592702447
TROW,2023-06-30,Asset Management & Custody Banks,EOG|CTRA|ADSK|KKR|BG,KKR|BEN|IVZ|NTRS|ARES,0.4960174679561962,0.6512864882871924,-0.15526902033099615
TRV,2023-06-30,Property & Casualty Insurance,VICI|RMD|FE|EVRG|CNP,CB|ALL|HIG|CINF|ACGL,-0.015747040446063204,0.8531316044781734,-0.8688786449242366
TSN,2023-06-30,Packaged Foods & Meats,CDW|T|PGR|INCY|TFC,SJM|GIS|MDLZ|HSY|MKC,0.12430374617815002,0.4203846766818431,-0.2960809305036931
TT,2023-06-30,Building Products,ITW|CARR|PFG|HPE|DE,CARR|BLDR|LII|JCI|AOS,0.40507721315667516,0.7055507434914171,-0.30047353033474195
TXN,2023-06-30,Semiconductors,GDDY|DD|TSCO|FDS|EIX,MU|MCHP|MPWR|AVGO|INTC,0.41621685709279815,0.7693195100573426,-0.3531026529645444
TXT,2023-06-30,Aerospace & Defense,BK|DOV|IEX|TDY|FOXA,RTX|GD|AXON|NOC|LHX,0.2144515850296575,-0.34955925740486576,0.5640108424345233
TYL,2023-06-30,Application Software,TTWO|COF|EQIX|NWS|NWSA,FICO|ORCL|PLTR|TRMB|SNPS,0.45449356564751087,0.6641453430170065,-0.20965177736949558
USB,2023-06-30,Diversified Banks,FITB|CHTR|HBAN|PNC|WAT,C|WFC|BAC|PNC|TFC,0.8560518911786918,0.8090592380128941,0.046992653165797704
V,2023-06-30,Transaction & Payment Processing Services,MA|PG|MRK|HON|WMT,FISV|FIS|PYPL|CPAY|XYZ,0.4274475973035789,0.4179829181059941,0.009464679197584813
VRTX,2023-06-30,Biotechnology,FAST|NSC|MAR|LOW|PTC,ABBV|INCY|REGN|AMGN|BIIB,0.39388385709904744,0.5342296447805247,-0.14034578768147726
VST,2023-06-30,Electric Utilities,EFX|MCO|BLK|EW|IQV,EVRG|LNT|WEC|SO|FE,0.12159203431127409,0.5367847129585861,-0.415192678647312
VTRS,2023-06-30,Pharmaceuticals,KIM|JBHT|HPQ|ZTS|LYB,LLY|JNJ|ZTS|MRK|PFE,0.5247779262039115,0.1111557243885492,0.4136222018153623
WAT,2023-06-30,Life Sciences Tools & Services,AES|SBAC|NTRS|A|CCI,IQV|CRL|A|MTD|DHR,0.569472904232865,0.861287871773852,-0.291814967540987
WDAY,2023-06-30,Application Software,AMAT|BX|KKR|LVS|ADSK,TYL|DDOG|ADSK|PTC|SNPS,0.4752638184449826,0.610240556780242,-0.13497673833525942
WDC,2023-06-30,"Technology Hardware, Storage & Peripherals",MU|TFC|GPN|FIS|FANG,AAPL|HPQ|DELL|NTAP|SMCI,0.0986732176003487,0.1328150736433571,-0.0341418560430084
WEC,2023-06-30,Electric Utilities,AEE|AEP|CMS|DUK|EVRG,EIX|ETR|SO|PPL|EXC,0.9590699338475437,0.9045223908702529,0.05454754297729081
WFC,2023-06-30,Diversified Banks,AIG|CBRE|GEN|NWSA|NWS,BAC|USB|PNC|TFC|C,0.35868472019961084,0.6748432667040161,-0.3161585465044052
WRB,2023-06-30,Property & Casualty Insurance,ADM|UPS|AMCR|HSIC|SYY,CB|ALL|ACGL|CINF|PGR,0.1730130339641168,0.8090427658372823,-0.6360297318731655
XEL,2023-06-30,Multi-Utilities,ED|AWK|CAG|KHC|ETR,ED|PNW|PCG|SRE|DTE,0.6836401175057454,0.7818046842935538,-0.09816456678780838
XYL,2023-06-30,Industrial Machinery & Supplies & Components,SYK|FISV|NVR|APD|AXP,GWW|DOV|FTV|IR|SNA,0.3664305931890469,0.4149469012341829,-0.04851630804513596
XYZ,2023-06-30,Transaction & Payment Processing Services,HOOD|DASH|APA|WBD|ALGN,GPN|V|FIS|PYPL|CPAY,0.6493639805683943,0.4763236647670727,0.17304031580132156
ZBH,2023-06-30,Health Care Equipment,HII|AON|HWM|FTV|AME,RMD|BSX|MDT|ISRG|SYK,0.5335132701640646,0.4930370540434656,0.040476216120598985
ZTS,2023-06-30,Pharmaceuticals,KIM|HPQ|MAA|VTRS|IRM,JNJ|BMY|VTRS|PFE|LLY,0.00889276284993324,0.40701068476796176,-0.39811792191802853
A,2024-02-29,Life Sciences Tools & Services,JKHY|MKC|CPT|TROW|BAX,CRL|IQV|DHR|TECH|MTD,0.43367328359017915,0.6460946752749254,-0.21242139168474622
AAPL,2024-02-29,"Technology Hardware, Storage & Peripherals",MSFT|AMZN|GOOGL|GOOG|UNH,WDC|HPE|SMCI|NTAP|HPQ,0.5434156040520294,-0.5652030877891403,1.1086186918411696
ABBV,2024-02-29,Biotechnology,MRK|HD|TRV|JPM|WAB,VRTX|AMGN|BIIB|REGN|GILD,0.09644490721792097,0.11348816960598106,-0.017043262388060088
ABNB,2024-02-29,"Hotels, Resorts & Cruise Lines",F|CIEN|EPAM|FTNT|MU,CCL|HLT|BKNG|MAR|NCLH,0.33332906762475056,0.42912643319585875,-0.09579736557110818
ABT,2024-02-29,Health Care Equipment,FISV|UNP|CSX|HLT|J,BDX|SYK|PODD|DXCM|RVTY,0.2846001359795216,0.47519943202471976,-0.19059929604519815
ACGL,2024-02-29,Property & Casualty Insurance,CASY|CPRT|WELL|PEG|OXY,HIG|TRV|CINF|PGR|CB,0.09586146922177911,0.6180068666098518,-0.5221453973880728
ADBE,2024-02-29,Application Software,TTWO|GOOG|AKAM|LULU|SWK,TYL|PTC|WDAY|CDNS|INTU,0.3659681116495269,0.6120962638839392,-0.2461281522344123
ADI,2024-02-29,Semiconductors,MKC|ESS|MAA|HPQ|CVS,FSLR|AMD|MCHP|QCOM|AVGO,0.37138606314330674,0.7335318232016359,-0.36214576005832916
ADSK,2024-02-29,Application Software,PSX|ALLE|COF|C|BK,FICO|CDNS|WDAY|PTC|TYL,0.19503324084812995,0.8587481321831703,-0.6637148913350404
AEE,2024-02-29,Multi-Utilities,EXC|NOC|PFE|AON|PNW,NI|ED|XEL|PCG|PNW,0.7848965736904362,0.8173525696513093,-0.03245599596087312
AEP,2024-02-29,Electric Utilities,MNST|WTW|D|TRGP|LIN,EXC|WEC|EIX|ETR|EVRG,0.4019508384532988,0.7583781870010098,-0.35642734854771096
ALB,2024-02-29,Specialty Chemicals,EL|ZBRA|ON|EPAM|MPWR,ECL|PPG|LYB|SHW|DD,0.6162088203821939,0.620703382635996,-0.00449456225380207
ALL,2024-02-29,Property & Casualty Insurance,BK|AMP|PFG|LHX|PGR,HIG|TRV|CB|WRB|CINF,0.1657904045272239,0.156809660957665,0.008980743569558913
ALLE,2024-02-29,Building Products,ADSK|WAT|PSX|HCA|GLW,CARR|MAS|BLDR|TT|LII,0.587032685210275,0.6724828878870566,-0.0854502026767816
AMD,2024-02-29,Semiconductors,META|AMZN|MSFT|AVGO|AAPL,MPWR|NXPI|MCHP|MU|ON,0.26315218255096645,0.5047153197204033,-0.24156313716943684
AMGN,2024-02-29,Biotechnology,CMCSA|BIIB|DE|EXPD|CSCO,INCY|GILD|VRTX|REGN|ABBV,0.4750059101275196,0.5848741950157514,-0.10986828488823186
AMP,2024-02-29,Asset Management & Custody Banks,ALL|RJF|JKHY|PFG|CINF,BX|TROW|NTRS|STT|IVZ,0.6011986208585253,0.5159567884992111,0.08524183235931415
AOS,2024-02-29,Building Products,EQIX|ROL|LYB|CLX|PKG,ALLE|BLDR|MAS|TT|LII,0.2603517249071659,0.7994435134051817,-0.5390917884980158
APA,2024-02-29,Oil & Gas Exploration & Production,MOS|AES|SBAC|HAL|NEM,OXY|CTRA|EQT|DVN|EXE,0.41824586740936237,0.7510656139508167,-0.33281974654145435
APO,2024-02-29,Asset Management & Custody Banks,ARES|STX|HUBB|FIS|RJF,BX|TROW|BLK|STT|BEN,0.48969376154085426,0.3983610148638146,0.09133274667703967
APP,2024-02-29,Application Software,PLTR|COIN|TTD|CEG|VRT,PLTR|FICO|DDOG|PTC|SNPS,0.6018665413283295,0.4481579768393032,0.1537085644890263
ARES,2024-02-29,Asset Management & Custody Banks,NWS|APO|NWSA|GDDY|LII,NTRS|TROW|BX|BEN|IVZ,0.43715295406207855,0.49781463587664165,-0.060661681814563106
AVGO,2024-02-29,Semiconductors,CRM|NFLX|LEN|MU|LRCX,MCHP|MU|SWKS|QCOM|FSLR,0.8088154502952154,0.7383646443217727,0.07045080597344267
AXON,2024-02-29,Aerospace & Defense,DVA|MPWR|DECK|ERIE|AMAT,GD|RTX|HWM|NOC|GE,0.381206964772938,0.2720605062293132,0.10914645854362476
BA,2024-02-29,Aerospace & Defense,NKE|ORCL|FDX|PFE|MMM,GD|TXT|HII|TDG|GE,-0.4064114766223969,0.17471463724965694,-0.5811261138720538
BAC,2024-02-29,Diversified Banks,MS|ADSK|NUE|GS|C,TFC|WFC|USB|JPM|C,0.6728807603975149,0.8804542712902221,-0.20757351089270726
BAX,2024-02-29,Health Care Equipment,RJF|JKHY|A|GPC|CDW,SYK|ABT|DXCM|PODD|ZBH,0.55009786955142,0.4270915239560258,0.12300634559539425
BDX,2024-02-29,Health Care Equipment,CMS|NI|ATO|PPL|CNP,BSX|SYK|BAX|STE|RMD,0.5177397277033469,0.5468942677589345,-0.029154540055587597
BEN,2024-02-29,Asset Management & Custody Banks,MTD|TROW|TECH|TSN|JBHT,NTRS|TROW|STT|BLK|BK,0.7712809458628775,0.7593807437216387,0.01190020214123888
BIIB,2024-02-29,Biotechnology,AMGN|FOX|CMCSA|DE|FOXA,REGN|VRTX|AMGN|INCY|ABBV,0.6126014521684047,0.5692612590846547,0.04334019308374992
BK,2024-02-29,Asset Management & Custody Banks,REGN|ALL|OMC|ADSK|PFG,STT|NTRS|BX|TROW|KKR,0.3817528970948437,0.7001350899265079,-0.31838219283166413
BKNG,2024-02-29,"Hotels, Resorts & Cruise Lines",SNA|MCO|JBHT|AFL|ZTS,NCLH|RCL|CCL|ABNB|EXPE,0.3622231094098662,0.39812565357437546,-0.035902544164509276
BLDR,2024-02-29,Building Products,WDC|NFLX|BX|WDAY|URI,ALLE|JCI|LII|MAS|AOS,0.620337606314164,0.8034308938113567,-0.18309328749719267
BLK,2024-02-29,Asset Management & Custody Banks,CTSH|CB|ROST|DOW|L,BEN|APO|KKR|AMP|STT,0.2832275598015395,0.7695251473971048,-0.48629758759556524
BMY,2024-02-29,Pharmaceuticals,DTE|DOW|EQR|CVX|MO,MRK|JNJ|LLY|PFE|ZTS,0.25349605919292945,0.5433383582582232,-0.28984229906529374
BSX,2024-02-29,Health Care Equipment,TDG|SHW|AME|ABT|OTIS,ISRG|STE|DXCM|EW|BAX,0.5305239154543855,0.5733759400783138,-0.04285202462392834
BX,2024-02-29,Asset Management & Custody Banks,MPC|NUE|WDAY|WDC|VLO,BEN|IVZ|ARES|BK|TROW,0.5207677637613372,0.714376502654827,-0.19360873889348984
C,2024-02-29,Diversified Banks,ADSK|COF|BAC|ALLE|GLW,WFC|USB|JPM|TFC|PNC,0.6114217849222078,0.6971202066884292,-0.08569842176622144
CAG,2024-02-29,Packaged Foods & Meats,HSY|KHC|MAA|GIS|LH,HRL|TSN|CPB|GIS|SJM,0.811456990848951,0.8402045444187226,-0.028747553569771656
CARR,2024-02-29,Building Products,MGM|LULU|IT|IP|VLO,BLDR|AOS|MAS|ALLE|LII,0.6766408273052056,0.8389459662832417,-0.1623051389780361
CB,2024-02-29,Property & Casualty Insurance,TMUS|ROST|L|BLK|UNP,WRB|CINF|ACGL|TRV|ALL,0.3098717801986285,0.5837042017312546,-0.2738324215326261
CBOE,2024-02-29,Financial Exchanges & Data,CAH|CME|WMB|MCK|MRSH,COIN|ICE|CME|FDS|MSCI,0.08527706664476768,0.22072865839949954,-0.13545159175473187
CCL,2024-02-29,"Hotels, Resorts & Cruise Lines",DXCM|PODD|USB|GNRC|TFC,EXPE|MAR|NCLH|BKNG|HLT,0.26399692450599443,0.6149443993450763,-0.35094747483908184
CDNS,2024-02-29,Application Software,LII|DPZ|FICO|CSGP|ROL,ADSK|FICO|ADBE|TRMB|WDAY,0.44112448031384244,0.761871216329008,-0.32074673601516557
CEG,2024-02-29,Electric Utilities,EME|FIX|RL|TTD|CTVA,PEG|EVRG|LNT|EXC|ES,0.22870632871716648,0.08826371778501892,0.14044261093214755
CINF,2024-02-29,Property & Casualty Insurance,JKHY|PSA|GPC|DHR|DOW,WRB|ALL|ACGL|TRV|HIG,0.15639771577236544,0.5021966215185755,-0.34579890574621003
CME,2024-02-29,Financial Exchanges & Data,LIN|CBOE|YUM|DTE|PEG,MSCI|ICE|NDAQ|MCO|COIN,0.29871836447731676,0.07398887666629493,0.2247294878110218
CMS,2024-02-29,Multi-Utilities,PPL|BDX|EIX|ETR|NI,NEE|ED|DTE|SRE|NI,0.7122155668808972,0.7354467360961672,-0.02323116921527002
CNP,2024-02-29,Multi-Utilities,SRE|ED|EVRG|LNT|ATO,DTE|SRE|AEE|NEE|D,0.9186848613640913,0.8594155215977637,0.059269339766327644
COIN,2024-02-29,Financial Exchanges & Data,PLTR|APP|TTD|XYZ|CEG,CBOE|ICE|MSCI|FDS|SPGI,0.554311210621953,0.13551889416866256,0.4187923164532904
COP,2024-02-29,Oil & Gas Exploration & Production,EOG|AMT|OXY|HPQ|TYL,EOG|APA|CTRA|FANG|DVN,0.5577694544528594,0.6416868267754522,-0.08391737232259278
CPAY,2024-02-29,Transaction & Payment Processing Services,KEYS|TER|TECH|JBHT|TSN,JKHY|FIS|GPN|PYPL|MA,0.24971160291649905,0.2480203396809208,0.0016912632355782498
CPB,2024-02-29,Packaged Foods & Meats,TEL|UDR|MAA|INCY|GLW,MDLZ|MKC|TSN|GIS|SJM,0.26269386440131415,0.5670845386747878,-0.30439067427347366
CRL,2024-02-29,Life Sciences Tools & Services,EW|IDXX|F|TRMB|EFX,MTD|A|WAT|TECH|IQV,0.5506661538191915,0.6007306353864051,-0.05006448156721366
CRM,2024-02-29,Application Software,LEN|AVGO|CAT|AXP|HCA,DDOG|ADSK|PLTR|ORCL|APP,0.45463177763226975,0.7572817010706131,-0.30264992343834335
CTRA,2024-02-29,Oil & Gas Exploration & Production,CSGP|AMT|CCI|OXY|EXE,FANG|TPL|DVN|COP|OXY,0.43157792705637266,0.3465661583151532,0.08501176874121946
D,2024-02-29,Multi-Utilities,MNST|CLX|EXE|AEP|WELL,SRE|DTE|CNP|PCG|AEE,0.39101969688214827,0.6797397954685815,-0.28872009858643327
DD,2024-02-29,Specialty Chemicals,ES|BF-B|AON|EXE|PEG,ALB|SHW|PPG|ECL|LYB,0.13459238913000063,0.5780419743701175,-0.4434495852401169
DDOG,2024-02-29,Application Software,GNRC|FSLR|ANET|CCL|KEY,ADSK|INTU|FICO|TRMB|CDNS,0.23191829922395094,0.5913557963124005,-0.35943749708844963
DELL,2024-02-29,"Technology Hardware, Storage & Peripherals",LRCX|DASH|KLAC|WSM|LII,HPE|WDC|SMCI|HPQ|AAPL,0.37148831773343904,0.38332399185081445,-0.011835674117375405
DHR,2024-02-29,Life Sciences Tools & Services,GS|UNP|TXN|PSA|DOW,A|MTD|TECH|CRL|TMO,0.2532724230691301,0.40161900296336717,-0.14834657989423705
